Category,ID,Latitude,Longitude,Date,MODIS_Tile,MCD43A4_006_Line_Y_500m,MCD43A4_006_Sample_X_500m,MCD43A4_006_Nadir_Reflectance_Band1,MCD43A4_006_Nadir_Reflectance_Band2,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band1,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band2,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band1_bitmask,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band1_MODLAND,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band1_MODLAND_Description,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band1_Fill,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band1_Fill_Description,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band2_bitmask,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band2_MODLAND,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band2_MODLAND_Description,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band2_Fill,MCD43A4_006_BRDF_Albedo_Band_Mandatory_Quality_Band2_Fill_Description
0.013157895,ELKBR187,44.24152,-90.49231,2015-01-26,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-01-27,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-01-28,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-01-29,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-01-30,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-01-31,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-01,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-02,h11v04,1382,1241,0.2648,0.353,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-03,h11v04,1382,1241,0.2642,0.3526,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-04,h11v04,1382,1241,0.2636,0.3522,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-05,h11v04,1382,1241,0.263,0.3518,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-06,h11v04,1382,1241,0.2624,0.3514,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-07,h11v04,1382,1241,0.2617,0.351,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-08,h11v04,1382,1241,0.2611,0.3506,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-09,h11v04,1382,1241,0.2605,0.3502,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-10,h11v04,1382,1241,0.2608,0.3508,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-11,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-12,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-13,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-14,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-15,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-16,h11v04,1382,1241,0.2659,0.3593,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-17,h11v04,1382,1241,0.2669,0.3605,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-18,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-19,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-20,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-21,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-22,h11v04,1382,1241,32767.0,32767.0,255,255,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,,0b11111111,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b1111111,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-23,h11v04,1382,1241,0.3624,0.4477,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-24,h11v04,1382,1241,0.365,0.45,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-25,h11v04,1382,1241,0.3436,0.424,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-26,h11v04,1382,1241,0.3709,0.4407,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-27,h11v04,1382,1241,0.387,0.4451,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-02-28,h11v04,1382,1241,0.3882,0.4461,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-01,h11v04,1382,1241,0.3895,0.4169,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-02,h11v04,1382,1241,0.3907,0.4178,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-03,h11v04,1382,1241,0.391,0.4175,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-04,h11v04,1382,1241,0.4073,0.4193,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-05,h11v04,1382,1241,0.4092,0.4196,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-06,h11v04,1382,1241,0.4102,0.4187,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-07,h11v04,1382,1241,0.4104,0.4171,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-08,h11v04,1382,1241,0.4106,0.4154,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-09,h11v04,1382,1241,0.0796,0.1898,1,1,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-10,h11v04,1382,1241,0.0705,0.1643,1,0,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-11,h11v04,1382,1241,0.071,0.1639,1,0,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-12,h11v04,1382,1241,0.0715,0.1635,1,0,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-13,h11v04,1382,1241,0.0719,0.1631,1,0,0b00000001,0b1,"Processed, see other QA (magnitude BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-14,h11v04,1382,1241,0.0535,0.1623,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-15,h11v04,1382,1241,0.0536,0.162,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-16,h11v04,1382,1241,0.0536,0.1616,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-17,h11v04,1382,1241,0.0537,0.1613,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-18,h11v04,1382,1241,0.0538,0.1585,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-19,h11v04,1382,1241,0.0539,0.1587,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-20,h11v04,1382,1241,0.0599,0.1548,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-21,h11v04,1382,1241,0.0602,0.1567,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-22,h11v04,1382,1241,0.0638,0.1527,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-23,h11v04,1382,1241,0.0663,0.1541,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-24,h11v04,1382,1241,0.0578,0.1493,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-25,h11v04,1382,1241,0.0575,0.1489,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-26,h11v04,1382,1241,0.0574,0.1498,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-27,h11v04,1382,1241,0.0574,0.1498,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-28,h11v04,1382,1241,0.0587,0.1589,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-29,h11v04,1382,1241,0.0584,0.159,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-30,h11v04,1382,1241,0.0571,0.1588,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-03-31,h11v04,1382,1241,0.0569,0.1589,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-04-01,h11v04,1382,1241,0.0569,0.1594,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-04-02,h11v04,1382,1241,0.0571,0.16,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-04-03,h11v04,1382,1241,0.0573,0.1607,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-04-04,h11v04,1382,1241,0.0573,0.1582,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
0.013157895,ELKBR187,44.24152,-90.49231,2015-04-05,h11v04,1382,1241,0.0556,0.1599,0,0,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,,0b00000000,0b0,"Processed, good quality (full BRDF inversions)",0b0000000,
